establishment_name|plataforma|estrellas|review_text|categoria_sentimiento|edad|sexo
LAS MENAS|Google Maps|5|Excelente relación calidad-precio. La ubicación es ideal para hacer turismo y la atención al cliente de primera.|Positiva|42|Hombre
LAS MENAS|TripAdvisor|3|Cumple con lo básico. Una taberna tradicional de comida casera con un trato del personal simplemente cordial.|Neutral|22|Hombre
LAS MENAS|Expedia|2|Servicio lamentable, tardaron más de una hora para hacernos el check-in. La comida estaba fría y el personal fue antipático.|Negativa|34|Mujer
MAR DE PULPI HOLIDAY SPORTS CENTRE|Expedia|2|Precio totalmente elevado para lo que ofrecen. La limpieza deja mucho que desear y las camas eran sumamente duras e incómodas.|Negativa|72|Mujer
MAR DE PULPI HOLIDAY SPORTS CENTRE|Trivago|2|Por un lado las instalaciones y la piscina son geniales, pero por otro el trato del personal en recepción nos dejó una sensación muy extraña.|Inconclusa|26|Mujer
EL TIO KIKO|Expedia|3|La comida del buffet estaba buenísima, pero la limpieza de la habitación el primer día fue inexistente. Te quedas con sentimientos encontrados.|Inconclusa|22|Mujer
EL TIO KIKO|Expedia|4|La comida del buffet estaba buenísima, pero la limpieza de la habitación el primer día fue inexistente. Te quedas con sentimientos encontrados.|Inconclusa|38|Hombre
EL TIO KIKO|Trivago|1|Una experiencia decepcionante. El ruido de la calle no permitía dormir y no nos dieron ninguna solución en recepción.|Negativa|63|Hombre
CASA JOEL|TripAdvisor|3|Estancia pasable. Es un sitio de paso correcto, la comida es casera y tradicional pero el local necesita una reforma.|Neutral|62|Mujer
CASA JOEL|Trivago|1|Una experiencia decepcionante. El ruido de la calle no permitía dormir y no nos dieron ninguna solución en recepción.|Negativa|75|Mujer
ALMERITOURS AVENTURA Y VACACIONES|Trivago|3|Un local normal y corriente de comida casera. No destaca en nada especialmente positivo pero tampoco tiene fallos graves.|Neutral|70|Hombre
ALMERITOURS AVENTURA Y VACACIONES|Booking|4|Estancia perfecta. Todo súper limpio, las camas son comodísimas y hay mucha tranquilidad. Totalmente recomendable.|Positiva|47|Hombre
ALMERITOURS AVENTURA Y VACACIONES|Expedia|2|Tiene una ubicación increíble frente al mar, pero los precios son desorbitados para el nivel de servicio actual. Regular.|Inconclusa|60|Mujer
ADARIA VERA|TripAdvisor|3|El hotel es moderno y cómodo, sin embargo la gestión de las reservas parece caótica y nos causó bastante estrés al llegar.|Inconclusa|67|Mujer
ADARIA VERA|Expedia|4|El sitio es bonito y el desayuno espectacular, pero el ruido constante y las camas duras estropearon parte de la estancia. No sé si volvería.|Inconclusa|38|Mujer
MEDITERRANEO|Booking|1|Una experiencia decepcionante. El ruido de la calle no permitía dormir y no nos dieron ninguna solución en recepción.|Negativa|44|Hombre
MEDITERRANEO|Expedia|4|Estancia perfecta. Todo súper limpio, las camas son comodísimas y hay mucha tranquilidad. Totalmente recomendable.|Positiva|56|Hombre
MEDITERRANEO|Expedia|4|Una maravilla de lugar. El personal cuida cada detalle, las instalaciones están impecables y el servicio es excelente. Volveremos sin duda.|Positiva|37|Mujer
ENTRESIERRAS|Expedia|1|Instalaciones anticuadas y descuidadas. El baño tenía pérdidas de agua y el wifi nunca llegó a funcionar correctamente.|Negativa|53|Mujer
ENTRESIERRAS|Expedia|2|Instalaciones anticuadas y descuidadas. El baño tenía pérdidas de agua y el wifi nunca llegó a funcionar correctamente.|Negativa|47|Hombre
ENTRESIERRAS|Expedia|1|Precio totalmente elevado para lo que ofrecen. La limpieza deja mucho que desear y las camas eran sumamente duras e incómodas.|Negativa|39|Mujer
ARCO PLAZA|Google Maps|4|Un sitio mágico, el trato recibido fue de lujo. El desayuno espectacular y las vistas inmejorables. Un 10 de 10.|Positiva|23|Hombre
ARCO PLAZA|Trivago|1|Instalaciones anticuadas y descuidadas. El baño tenía pérdidas de agua y el wifi nunca llegó a funcionar correctamente.|Negativa|40|Mujer
ALMERIA BIKE TOURS|Expedia|3|El sitio es bonito y el desayuno espectacular, pero el ruido constante y las camas duras estropearon parte de la estancia. No sé si volvería.|Inconclusa|44|Mujer
ALMERIA BIKE TOURS|TripAdvisor|3|Instalaciones normales y limpias. Ofrecen raciones y platos combinados de cocina casera aceptable. El desayuno es básico.|Neutral|27|Mujer
COSTASOL|Google Maps|3|Un local normal y corriente de comida casera. No destaca en nada especialmente positivo pero tampoco tiene fallos graves.|Neutral|55|Hombre
COSTASOL|Google Maps|1|Pésima gestión. Teníamos una reserva confirmada y al llegar nos dijeron que no constaba en el sistema. No lo recomiendo.|Negativa|44|Mujer
ILUMINADA-3|Expedia|3|Ubicación céntrica ideal para comer algo rápido. Tienen comida casera típica de la zona, un servicio normal ni bueno ni malo.|Neutral|67|Mujer
ILUMINADA-3|Booking|4|La comida del buffet estaba buenísima, pero la limpieza de la habitación el primer día fue inexistente. Te quedas con sentimientos encontrados.|Inconclusa|62|Mujer
ILUMINADA-3|TripAdvisor|4|Un sitio mágico, el trato recibido fue de lujo. El desayuno espectacular y las vistas inmejorables. Un 10 de 10.|Positiva|47|Mujer
ORO Y LUZ|Booking|1|Una experiencia decepcionante. El ruido de la calle no permitía dormir y no nos dieron ninguna solución en recepción.|Negativa|18|Hombre
ORO Y LUZ|Google Maps|1|Pésima gestión. Teníamos una reserva confirmada y al llegar nos dijeron que no constaba en el sistema. No lo recomiendo.|Negativa|42|Hombre
ORO Y LUZ|Trivago|2|El hotel es moderno y cómodo, sin embargo la gestión de las reservas parece caótica y nos causó bastante estrés al llegar.|Inconclusa|40|Mujer
EL PAGO|Expedia|2|Una experiencia decepcionante. El ruido de la calle no permitía dormir y no nos dieron ninguna solución en recepción.|Negativa|69|Hombre
EL PAGO|Google Maps|3|Tiene una ubicación increíble frente al mar, pero los precios son desorbitados para el nivel de servicio actual. Regular.|Inconclusa|44|Mujer
MIGUEL ROSI|Booking|4|Nos ha encantado todo. Un ambiente muy acogedor, todo muy limpio y ordenado. Altamente recomendado para familias.|Positiva|75|Mujer
MIGUEL ROSI|Booking|3|Un establecimiento correcto con un menú de comida casera a precio razonable. El personal cumple sin destacar en nada.|Neutral|63|Hombre
MIGUEL ROSI|TripAdvisor|3|Un establecimiento correcto con un menú de comida casera a precio razonable. El personal cumple sin destacar en nada.|Neutral|63|Hombre
ELBA ALMERIA|Google Maps|3|Un lugar de comida casera normal y corriente. El menú del día es aceptable por el precio, sin grandes lujos.|Neutral|70|Mujer
ELBA ALMERIA|Trivago|3|El sitio está bien situado, sirven comida casera aceptable pero el servicio es algo lento. Las instalaciones son estándar.|Neutral|63|Mujer
ELBA ALMERIA|Trivago|3|El hotel es moderno y cómodo, sin embargo la gestión de las reservas parece caótica y nos causó bastante estrés al llegar.|Inconclusa|72|Hombre
TORRECARDENAS|TripAdvisor|2|La comida del buffet estaba buenísima, pero la limpieza de la habitación el primer día fue inexistente. Te quedas con sentimientos encontrados.|Inconclusa|44|Hombre
TORRECARDENAS|Expedia|3|Por un lado las instalaciones y la piscina son geniales, pero por otro el trato del personal en recepción nos dejó una sensación muy extraña.|Inconclusa|45|Mujer
VIAJES JAIRAN   (CENTRAL)|Trivago|4|Un sitio mágico, el trato recibido fue de lujo. El desayuno espectacular y las vistas inmejorables. Un 10 de 10.|Positiva|74|Hombre
VIAJES JAIRAN   (CENTRAL)|Trivago|3|Un establecimiento correcto con un menú de comida casera a precio razonable. El personal cumple sin destacar en nada.|Neutral|70|Mujer
VIAJES JAIRAN   (CENTRAL)|Expedia|4|Estancia perfecta. Todo súper limpio, las camas son comodísimas y hay mucha tranquilidad. Totalmente recomendable.|Positiva|68|Mujer
LA DATILERA|TripAdvisor|2|Una experiencia decepcionante. El ruido de la calle no permitía dormir y no nos dieron ninguna solución en recepción.|Negativa|65|Hombre
LA DATILERA|Booking|4|Por un lado las instalaciones y la piscina son geniales, pero por otro el trato del personal en recepción nos dejó una sensación muy extraña.|Inconclusa|34|Hombre
BAÑOS SIERRA ALHAMILLA|Trivago|3|Estancia pasable. Es un sitio de paso correcto, la comida es casera y tradicional pero el local necesita una reforma.|Neutral|45|Hombre
BAÑOS SIERRA ALHAMILLA|Booking|1|Una experiencia decepcionante. El ruido de la calle no permitía dormir y no nos dieron ninguna solución en recepción.|Negativa|62|Mujer
BAÑOS SIERRA ALHAMILLA|Expedia|3|Está bien para parar en ruta y tomar un menú de comida casera rápido. Instalaciones pasables y ambiente familiar.|Neutral|71|Hombre
LOS SERENOS II|Trivago|4|Nos ha encantado todo. Un ambiente muy acogedor, todo muy limpio y ordenado. Altamente recomendado para familias.|Positiva|19|Mujer
LOS SERENOS II|Trivago|1|Pésima gestión. Teníamos una reserva confirmada y al llegar nos dijeron que no constaba en el sistema. No lo recomiendo.|Negativa|42|Mujer
PLAYACAPRICHO|Booking|3|Instalaciones normales y limpias. Ofrecen raciones y platos combinados de cocina casera aceptable. El desayuno es básico.|Neutral|32|Mujer
PLAYACAPRICHO|Booking|5|Una maravilla de lugar. El personal cuida cada detalle, las instalaciones están impecables y el servicio es excelente. Volveremos sin duda.|Positiva|63|Mujer
BAHIA NAUTICA ALMERIA CABO DE GATA|Trivago|3|Está bien para parar en ruta y tomar un menú de comida casera rápido. Instalaciones pasables y ambiente familiar.|Neutral|63|Mujer
BAHIA NAUTICA ALMERIA CABO DE GATA|Google Maps|4|Tiene una ubicación increíble frente al mar, pero los precios son desorbitados para el nivel de servicio actual. Regular.|Inconclusa|56|Mujer
BAHIA NAUTICA ALMERIA CABO DE GATA|Booking|3|Un local normal y corriente de comida casera. No destaca en nada especialmente positivo pero tampoco tiene fallos graves.|Neutral|74|Hombre
MONTEMAR PUERTO|Google Maps|3|Un local normal y corriente de comida casera. No destaca en nada especialmente positivo pero tampoco tiene fallos graves.|Neutral|22|Mujer
MONTEMAR PUERTO|Booking|4|Una maravilla de lugar. El personal cuida cada detalle, las instalaciones están impecables y el servicio es excelente. Volveremos sin duda.|Positiva|37|Hombre
MONTEMAR PUERTO|Trivago|4|Excelente relación calidad-precio. La ubicación es ideal para hacer turismo y la atención al cliente de primera.|Positiva|18|Mujer
LA ISLETA CENTRO DE BUCEO|TripAdvisor|2|La comida del buffet estaba buenísima, pero la limpieza de la habitación el primer día fue inexistente. Te quedas con sentimientos encontrados.|Inconclusa|18|Mujer
LA ISLETA CENTRO DE BUCEO|Expedia|3|Un establecimiento correcto con un menú de comida casera a precio razonable. El personal cumple sin destacar en nada.|Neutral|54|Hombre
LA ISLETA CENTRO DE BUCEO|Google Maps|1|Instalaciones anticuadas y descuidadas. El baño tenía pérdidas de agua y el wifi nunca llegó a funcionar correctamente.|Negativa|50|Hombre
TAGILI OCIO Y TURISMO (CENTRAL)|Google Maps|2|Por un lado las instalaciones y la piscina son geniales, pero por otro el trato del personal en recepción nos dejó una sensación muy extraña.|Inconclusa|31|Mujer
TAGILI OCIO Y TURISMO (CENTRAL)|Expedia|4|Tiene una ubicación increíble frente al mar, pero los precios son desorbitados para el nivel de servicio actual. Regular.|Inconclusa|51|Hombre
TAGILI OCIO Y TURISMO (CENTRAL)|TripAdvisor|4|Un sitio mágico, el trato recibido fue de lujo. El desayuno espectacular y las vistas inmejorables. Un 10 de 10.|Positiva|53|Hombre
BRISAMAR|Expedia|3|El sitio es bonito y el desayuno espectacular, pero el ruido constante y las camas duras estropearon parte de la estancia. No sé si volvería.|Inconclusa|33|Mujer
BRISAMAR|Trivago|4|La comida del buffet estaba buenísima, pero la limpieza de la habitación el primer día fue inexistente. Te quedas con sentimientos encontrados.|Inconclusa|74|Mujer
BRISAMAR|TripAdvisor|1|Una experiencia decepcionante. El ruido de la calle no permitía dormir y no nos dieron ninguna solución en recepción.|Negativa|31|Mujer
BARCELO CABO DE GATA|Booking|1|Pésima gestión. Teníamos una reserva confirmada y al llegar nos dijeron que no constaba en el sistema. No lo recomiendo.|Negativa|57|Hombre
BARCELO CABO DE GATA|Google Maps|4|Excelente relación calidad-precio. La ubicación es ideal para hacer turismo y la atención al cliente de primera.|Positiva|48|Hombre
BARCELO CABO DE GATA|Booking|3|La comida del buffet estaba buenísima, pero la limpieza de la habitación el primer día fue inexistente. Te quedas con sentimientos encontrados.|Inconclusa|29|Mujer
GREATHOTELS CIUDAD DE ALMERIA|TripAdvisor|4|Tiene una ubicación increíble frente al mar, pero los precios son desorbitados para el nivel de servicio actual. Regular.|Inconclusa|33|Hombre
GREATHOTELS CIUDAD DE ALMERIA|TripAdvisor|3|Un lugar de comida casera normal y corriente. El menú del día es aceptable por el precio, sin grandes lujos.|Neutral|43|Mujer
GREATHOTELS CIUDAD DE ALMERIA|Expedia|3|Por un lado las instalaciones y la piscina son geniales, pero por otro el trato del personal en recepción nos dejó una sensación muy extraña.|Inconclusa|65|Hombre
"CORTIJO ""LOS PAPELONES"""|Trivago|2|Instalaciones anticuadas y descuidadas. El baño tenía pérdidas de agua y el wifi nunca llegó a funcionar correctamente.|Negativa|24|Mujer
"CORTIJO ""LOS PAPELONES"""|TripAdvisor|3|Tiene una ubicación increíble frente al mar, pero los precios son desorbitados para el nivel de servicio actual. Regular.|Inconclusa|54|Mujer
POSADA DE EUSTAQUIO|Expedia|4|Estancia perfecta. Todo súper limpio, las camas son comodísimas y hay mucha tranquilidad. Totalmente recomendable.|Positiva|55|Mujer
POSADA DE EUSTAQUIO|Google Maps|3|Un local normal y corriente de comida casera. No destaca en nada especialmente positivo pero tampoco tiene fallos graves.|Neutral|42|Mujer
OFICINA MUNICIPAL  DE TURISMO DE BEDAR|Trivago|4|Excelente relación calidad-precio. La ubicación es ideal para hacer turismo y la atención al cliente de primera.|Positiva|62|Mujer
OFICINA MUNICIPAL  DE TURISMO DE BEDAR|TripAdvisor|5|Una maravilla de lugar. El personal cuida cada detalle, las instalaciones están impecables y el servicio es excelente. Volveremos sin duda.|Positiva|54|Hombre
OFICINA MUNICIPAL  DE TURISMO DE BEDAR|TripAdvisor|1|Precio totalmente elevado para lo que ofrecen. La limpieza deja mucho que desear y las camas eran sumamente duras e incómodas.|Negativa|57|Hombre
OFICINA MUNICIPAL DE TURISMO DE ALMERÍA|Trivago|5|Nos ha encantado todo. Un ambiente muy acogedor, todo muy limpio y ordenado. Altamente recomendado para familias.|Positiva|18|Mujer
OFICINA MUNICIPAL DE TURISMO DE ALMERÍA|Google Maps|2|Precio totalmente elevado para lo que ofrecen. La limpieza deja mucho que desear y las camas eran sumamente duras e incómodas.|Negativa|49|Hombre
LOS SERENOS I|Expedia|4|Estancia perfecta. Todo súper limpio, las camas son comodísimas y hay mucha tranquilidad. Totalmente recomendable.|Positiva|54|Hombre
LOS SERENOS I|Booking|1|Servicio lamentable, tardaron más de una hora para hacernos el check-in. La comida estaba fría y el personal fue antipático.|Negativa|67|Hombre
PROVENZAL|Booking|3|Precio acorde a lo que ofrecen. Comida casera y raciones normales, una experiencia estándar sin pretensiones.|Neutral|28|Mujer
PROVENZAL|Expedia|3|Ubicación céntrica ideal para comer algo rápido. Tienen comida casera típica de la zona, un servicio normal ni bueno ni malo.|Neutral|69|Mujer
LA POSADA DEL CURA|Expedia|3|Precio acorde a lo que ofrecen. Comida casera y raciones normales, una experiencia estándar sin pretensiones.|Neutral|34|Mujer
LA POSADA DEL CURA|Google Maps|3|Estancia pasable. Es un sitio de paso correcto, la comida es casera y tradicional pero el local necesita una reforma.|Neutral|67|Mujer
LA POSADA DEL CURA|Trivago|2|El hotel es moderno y cómodo, sin embargo la gestión de las reservas parece caótica y nos causó bastante estrés al llegar.|Inconclusa|24|Hombre
HOTEL MARINA MAR|Google Maps|4|Nos ha encantado todo. Un ambiente muy acogedor, todo muy limpio y ordenado. Altamente recomendado para familias.|Positiva|57|Mujer
HOTEL MARINA MAR|Expedia|1|Pésima gestión. Teníamos una reserva confirmada y al llegar nos dijeron que no constaba en el sistema. No lo recomiendo.|Negativa|74|Hombre
OFICINA DE TURISMO DE VÉLEZ BLANCO|TripAdvisor|1|Precio totalmente elevado para lo que ofrecen. La limpieza deja mucho que desear y las camas eran sumamente duras e incómodas.|Negativa|43|Mujer
OFICINA DE TURISMO DE VÉLEZ BLANCO|Expedia|2|Instalaciones anticuadas y descuidadas. El baño tenía pérdidas de agua y el wifi nunca llegó a funcionar correctamente.|Negativa|60|Mujer
OFICINA DE TURISMO DE VÉLEZ BLANCO|Trivago|3|El hotel es moderno y cómodo, sin embargo la gestión de las reservas parece caótica y nos causó bastante estrés al llegar.|Inconclusa|42|Hombre
CORTIJO CELDRAN|Expedia|3|Instalaciones normales y limpias. Ofrecen raciones y platos combinados de cocina casera aceptable. El desayuno es básico.|Neutral|73|Hombre
CORTIJO CELDRAN|Trivago|3|Estancia pasable. Es un sitio de paso correcto, la comida es casera y tradicional pero el local necesita una reforma.|Neutral|75|Mujer
CORTIJO CELDRAN|Trivago|3|El hotel es moderno y cómodo, sin embargo la gestión de las reservas parece caótica y nos causó bastante estrés al llegar.|Inconclusa|68|Mujer
PENSION RESTAURANTE AVENIDA|TripAdvisor|3|Instalaciones normales y limpias. Ofrecen raciones y platos combinados de cocina casera aceptable. El desayuno es básico.|Neutral|36|Mujer
PENSION RESTAURANTE AVENIDA|TripAdvisor|2|El sitio es bonito y el desayuno espectacular, pero el ruido constante y las camas duras estropearon parte de la estancia. No sé si volvería.|Inconclusa|54|Hombre
EJIDOHOTEL|Google Maps|3|El sitio está bien situado, sirven comida casera aceptable pero el servicio es algo lento. Las instalaciones son estándar.|Neutral|58|Mujer
EJIDOHOTEL|Expedia|5|Estancia perfecta. Todo súper limpio, las camas son comodísimas y hay mucha tranquilidad. Totalmente recomendable.|Positiva|26|Hombre
CORTIJO ALZABARA|TripAdvisor|4|Un sitio mágico, el trato recibido fue de lujo. El desayuno espectacular y las vistas inmejorables. Un 10 de 10.|Positiva|54|Hombre
CORTIJO ALZABARA|Trivago|3|El hotel es moderno y cómodo, sin embargo la gestión de las reservas parece caótica y nos causó bastante estrés al llegar.|Inconclusa|19|Hombre
CORTIJO ALZABARA|Booking|2|Pésima gestión. Teníamos una reserva confirmada y al llegar nos dijeron que no constaba en el sistema. No lo recomiendo.|Negativa|33|Mujer
NUEVO VERANDA II|TripAdvisor|3|Estancia pasable. Es un sitio de paso correcto, la comida es casera y tradicional pero el local necesita una reforma.|Neutral|57|Mujer
NUEVO VERANDA II|Expedia|3|El hotel es moderno y cómodo, sin embargo la gestión de las reservas parece caótica y nos causó bastante estrés al llegar.|Inconclusa|71|Mujer
LAS PARATAS DEL FAZ|Booking|4|Tiene una ubicación increíble frente al mar, pero los precios son desorbitados para el nivel de servicio actual. Regular.|Inconclusa|47|Mujer
LAS PARATAS DEL FAZ|Expedia|3|Instalaciones normales y limpias. Ofrecen raciones y platos combinados de cocina casera aceptable. El desayuno es básico.|Neutral|73|Mujer
LAS PARATAS DEL FAZ|Expedia|2|Servicio lamentable, tardaron más de una hora para hacernos el check-in. La comida estaba fría y el personal fue antipático.|Negativa|34|Hombre
LA QUIMERA|Google Maps|4|La comida del buffet estaba buenísima, pero la limpieza de la habitación el primer día fue inexistente. Te quedas con sentimientos encontrados.|Inconclusa|43|Mujer
LA QUIMERA|Google Maps|3|Cumple con lo básico. Una taberna tradicional de comida casera con un trato del personal simplemente cordial.|Neutral|54|Hombre
AMANECER|Trivago|3|Cumple con lo básico. Una taberna tradicional de comida casera con un trato del personal simplemente cordial.|Neutral|30|Mujer
AMANECER|Google Maps|3|Está bien para parar en ruta y tomar un menú de comida casera rápido. Instalaciones pasables y ambiente familiar.|Neutral|41|Hombre
BALLABONA|Trivago|3|Un local normal y corriente de comida casera. No destaca en nada especialmente positivo pero tampoco tiene fallos graves.|Neutral|54|Hombre
BALLABONA|Booking|4|Excelente relación calidad-precio. La ubicación es ideal para hacer turismo y la atención al cliente de primera.|Positiva|40|Hombre
BALLABONA|Expedia|2|Una experiencia decepcionante. El ruido de la calle no permitía dormir y no nos dieron ninguna solución en recepción.|Negativa|27|Hombre
VIAJES FRAHEMAR|TripAdvisor|3|Un establecimiento correcto con un menú de comida casera a precio razonable. El personal cumple sin destacar en nada.|Neutral|56|Hombre
VIAJES FRAHEMAR|TripAdvisor|4|Excelente relación calidad-precio. La ubicación es ideal para hacer turismo y la atención al cliente de primera.|Positiva|64|Mujer
OFICINA  MUNICIPAL DE TURISMO DE MARIA|Expedia|2|Instalaciones anticuadas y descuidadas. El baño tenía pérdidas de agua y el wifi nunca llegó a funcionar correctamente.|Negativa|44|Hombre
OFICINA  MUNICIPAL DE TURISMO DE MARIA|TripAdvisor|2|Por un lado las instalaciones y la piscina son geniales, pero por otro el trato del personal en recepción nos dejó una sensación muy extraña.|Inconclusa|36|Hombre
OFICINA  MUNICIPAL DE TURISMO DE MARIA|Booking|3|El sitio es bonito y el desayuno espectacular, pero el ruido constante y las camas duras estropearon parte de la estancia. No sé si volvería.|Inconclusa|40|Mujer
THOMAS COOK GROUP/IDM|Trivago|1|Servicio lamentable, tardaron más de una hora para hacernos el check-in. La comida estaba fría y el personal fue antipático.|Negativa|61|Hombre
THOMAS COOK GROUP/IDM|TripAdvisor|3|Tiene una ubicación increíble frente al mar, pero los precios son desorbitados para el nivel de servicio actual. Regular.|Inconclusa|27|Mujer
THOMAS COOK GROUP/IDM|Booking|2|Por un lado las instalaciones y la piscina son geniales, pero por otro el trato del personal en recepción nos dejó una sensación muy extraña.|Inconclusa|20|Mujer
RUTAS POR ALMERÍA|Expedia|3|Un local normal y corriente de comida casera. No destaca en nada especialmente positivo pero tampoco tiene fallos graves.|Neutral|62|Mujer
RUTAS POR ALMERÍA|Booking|3|Un lugar de comida casera normal y corriente. El menú del día es aceptable por el precio, sin grandes lujos.|Neutral|41|Hombre
RUTAS POR ALMERÍA|Google Maps|3|Precio acorde a lo que ofrecen. Comida casera y raciones normales, una experiencia estándar sin pretensiones.|Neutral|30|Mujer
CORTIJO EL CAMPILLO|TripAdvisor|2|Por un lado las instalaciones y la piscina son geniales, pero por otro el trato del personal en recepción nos dejó una sensación muy extraña.|Inconclusa|35|Hombre
CORTIJO EL CAMPILLO|Expedia|4|Estancia perfecta. Todo súper limpio, las camas son comodísimas y hay mucha tranquilidad. Totalmente recomendable.|Positiva|74|Mujer
BAHIA PLAZA|TripAdvisor|2|La comida del buffet estaba buenísima, pero la limpieza de la habitación el primer día fue inexistente. Te quedas con sentimientos encontrados.|Inconclusa|32|Hombre
BAHIA PLAZA|TripAdvisor|3|Instalaciones normales y limpias. Ofrecen raciones y platos combinados de cocina casera aceptable. El desayuno es básico.|Neutral|68|Mujer
CASA LA NORIA|Trivago|3|El sitio es bonito y el desayuno espectacular, pero el ruido constante y las camas duras estropearon parte de la estancia. No sé si volvería.|Inconclusa|61|Mujer
CASA LA NORIA|Google Maps|3|Ubicación céntrica ideal para comer algo rápido. Tienen comida casera típica de la zona, un servicio normal ni bueno ni malo.|Neutral|29|Mujer
EJIDO OESTE|Google Maps|3|Ubicación céntrica ideal para comer algo rápido. Tienen comida casera típica de la zona, un servicio normal ni bueno ni malo.|Neutral|40|Mujer
EJIDO OESTE|Booking|3|Instalaciones normales y limpias. Ofrecen raciones y platos combinados de cocina casera aceptable. El desayuno es básico.|Neutral|37|Mujer
EJIDO OESTE|Booking|5|Nos ha encantado todo. Un ambiente muy acogedor, todo muy limpio y ordenado. Altamente recomendado para familias.|Positiva|64|Mujer
RECEPCIÓN VERA NATURA|Google Maps|2|Pésima gestión. Teníamos una reserva confirmada y al llegar nos dijeron que no constaba en el sistema. No lo recomiendo.|Negativa|34|Hombre
RECEPCIÓN VERA NATURA|Expedia|1|Una experiencia decepcionante. El ruido de la calle no permitía dormir y no nos dieron ninguna solución en recepción.|Negativa|68|Hombre
RECEPCIÓN VERA NATURA|TripAdvisor|4|Nos ha encantado todo. Un ambiente muy acogedor, todo muy limpio y ordenado. Altamente recomendado para familias.|Positiva|55|Mujer
CALATRAVA I|Trivago|5|Una maravilla de lugar. El personal cuida cada detalle, las instalaciones están impecables y el servicio es excelente. Volveremos sin duda.|Positiva|52|Mujer
CALATRAVA I|Trivago|2|Servicio lamentable, tardaron más de una hora para hacernos el check-in. La comida estaba fría y el personal fue antipático.|Negativa|37|Hombre
HOTEL NEPTUNO|TripAdvisor|5|Estancia perfecta. Todo súper limpio, las camas son comodísimas y hay mucha tranquilidad. Totalmente recomendable.|Positiva|21|Hombre
HOTEL NEPTUNO|Booking|3|Precio acorde a lo que ofrecen. Comida casera y raciones normales, una experiencia estándar sin pretensiones.|Neutral|63|Hombre
SURACTIVO|Trivago|3|Cumple con lo básico. Una taberna tradicional de comida casera con un trato del personal simplemente cordial.|Neutral|71|Mujer
SURACTIVO|Trivago|4|Excelente relación calidad-precio. La ubicación es ideal para hacer turismo y la atención al cliente de primera.|Positiva|58|Hombre
SURACTIVO|Google Maps|5|Nos ha encantado todo. Un ambiente muy acogedor, todo muy limpio y ordenado. Altamente recomendado para familias.|Positiva|38|Hombre
MONTELES|Expedia|2|Precio totalmente elevado para lo que ofrecen. La limpieza deja mucho que desear y las camas eran sumamente duras e incómodas.|Negativa|72|Hombre
MONTELES|Booking|4|Una maravilla de lugar. El personal cuida cada detalle, las instalaciones están impecables y el servicio es excelente. Volveremos sin duda.|Positiva|60|Hombre
ABUL BARAKAT|Google Maps|2|El hotel es moderno y cómodo, sin embargo la gestión de las reservas parece caótica y nos causó bastante estrés al llegar.|Inconclusa|49|Hombre
ABUL BARAKAT|TripAdvisor|3|Cumple con lo básico. Una taberna tradicional de comida casera con un trato del personal simplemente cordial.|Neutral|65|Mujer
ABUL BARAKAT|Google Maps|1|Servicio lamentable, tardaron más de una hora para hacernos el check-in. La comida estaba fría y el personal fue antipático.|Negativa|23|Hombre
ALUA GOLF TRINIDAD|Expedia|3|El sitio está bien situado, sirven comida casera aceptable pero el servicio es algo lento. Las instalaciones son estándar.|Neutral|74|Hombre
ALUA GOLF TRINIDAD|Expedia|4|Una maravilla de lugar. El personal cuida cada detalle, las instalaciones están impecables y el servicio es excelente. Volveremos sin duda.|Positiva|21|Mujer
ALUA GOLF TRINIDAD|Booking|2|Precio totalmente elevado para lo que ofrecen. La limpieza deja mucho que desear y las camas eran sumamente duras e incómodas.|Negativa|55|Mujer
LAS ERAS II|Trivago|3|Tiene una ubicación increíble frente al mar, pero los precios son desorbitados para el nivel de servicio actual. Regular.|Inconclusa|54|Mujer
LAS ERAS II|TripAdvisor|2|Precio totalmente elevado para lo que ofrecen. La limpieza deja mucho que desear y las camas eran sumamente duras e incómodas.|Negativa|30|Mujer
ARTO BLANCO|Trivago|5|Un sitio mágico, el trato recibido fue de lujo. El desayuno espectacular y las vistas inmejorables. Un 10 de 10.|Positiva|53|Hombre
ARTO BLANCO|TripAdvisor|1|Precio totalmente elevado para lo que ofrecen. La limpieza deja mucho que desear y las camas eran sumamente duras e incómodas.|Negativa|38|Hombre
MONTEMAR|Trivago|3|Un local normal y corriente de comida casera. No destaca en nada especialmente positivo pero tampoco tiene fallos graves.|Neutral|69|Hombre
MONTEMAR|Trivago|2|La comida del buffet estaba buenísima, pero la limpieza de la habitación el primer día fue inexistente. Te quedas con sentimientos encontrados.|Inconclusa|62|Mujer
MONTEMAR|Trivago|4|Una maravilla de lugar. El personal cuida cada detalle, las instalaciones están impecables y el servicio es excelente. Volveremos sin duda.|Positiva|36|Mujer
VIOLETA 1|Google Maps|3|Por un lado las instalaciones y la piscina son geniales, pero por otro el trato del personal en recepción nos dejó una sensación muy extraña.|Inconclusa|62|Mujer
VIOLETA 1|Expedia|3|Instalaciones normales y limpias. Ofrecen raciones y platos combinados de cocina casera aceptable. El desayuno es básico.|Neutral|35|Hombre
VIOLETA 1|Google Maps|3|Estancia pasable. Es un sitio de paso correcto, la comida es casera y tradicional pero el local necesita una reforma.|Neutral|68|Mujer
